,fraud_reported,months_as_customer,age,policy_number,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make
359,N,292,44,200827,2,500,1097.57,0,MALE,6,8,4,0,0,2,2,3,4,1,377,12,1,1,0,YES,61700,6170,6170,49360,10
360,Y,451,61,533941,1,2000,1618.65,2000000,FEMALE,0,13,4,0,-42600,0,0,0,2,1,175,3,3,2,1,YES,78100,15620,7810,54670,3
361,Y,61,24,265026,1,500,922.67,0,FEMALE,1,8,2,47400,0,0,0,0,4,3,211,15,3,2,1,?,65520,9360,9360,46800,12
362,N,150,30,354481,1,1000,1342.02,0,MALE,4,9,3,0,0,1,3,2,5,0,587,8,1,0,2,NO,4500,450,450,3600,10
363,Y,283,41,566720,2,500,1195.01,0,FEMALE,0,11,3,60700,-54300,0,0,3,6,3,60,13,3,0,2,?,42700,0,6100,36600,8
364,Y,291,46,832746,2,1000,994.74,0,FEMALE,2,0,3,0,-55300,1,1,4,4,2,102,8,1,2,2,YES,5580,620,620,4340,13
365,Y,162,31,386690,1,1000,1050.24,0,FEMALE,5,0,5,30700,0,1,1,2,0,0,496,7,1,0,0,NO,3600,360,720,2520,2
366,N,154,36,979285,0,2000,1313.51,7000000,FEMALE,5,3,3,68500,0,3,3,2,4,4,873,9,1,2,0,?,2800,280,280,2240,13
367,N,289,47,594722,2,2000,1102.29,0,FEMALE,0,0,3,73000,-37900,2,1,0,5,3,188,15,1,1,0,YES,54000,6000,6000,42000,12
368,Y,10,19,216738,1,1000,1185.78,0,FEMALE,3,2,5,0,-60700,2,1,4,0,3,995,5,1,0,2,?,48950,4450,8900,35600,0
369,N,309,47,369048,0,500,1527.95,0,MALE,6,3,2,69400,0,0,0,3,6,3,351,15,4,0,1,?,77800,15560,15560,46680,4
370,N,396,57,514424,1,1000,1366.39,0,MALE,2,10,2,0,-22400,0,0,3,0,1,686,22,3,2,1,NO,52560,11680,5840,35040,10
371,N,273,41,954191,2,1000,1403.9,0,FEMALE,6,4,3,0,0,0,2,4,5,5,903,16,2,1,2,YES,44110,4010,8020,32080,6
372,N,129,30,150181,0,2000,927.23,0,FEMALE,6,11,0,51500,0,2,2,3,4,2,926,7,1,1,3,?,74360,13520,6760,54080,11
373,Y,140,31,388671,2,2000,1554.86,6000000,FEMALE,3,1,5,59000,0,1,1,2,6,0,399,2,1,1,2,?,6120,680,680,4760,6
374,N,419,53,457244,0,2000,736.07,6000000,MALE,1,13,4,45700,0,0,1,4,4,3,649,17,4,0,0,YES,62280,5190,10380,46710,11
375,N,315,44,206667,0,1000,974.16,6000000,FEMALE,5,11,2,0,-56800,0,2,3,1,6,739,12,3,1,0,YES,26730,4860,4860,17010,13
376,N,72,29,745200,2,500,973.8,0,FEMALE,0,2,3,0,-85900,2,0,0,6,0,910,9,1,1,0,NO,66200,6620,6620,52960,4
377,N,32,26,412703,2,2000,1260.32,6000000,MALE,3,7,1,0,-79800,2,2,1,5,4,144,16,1,1,2,?,45500,9100,4550,31850,12
378,N,230,41,736771,1,1000,1464.03,0,MALE,3,13,3,0,0,0,1,0,1,6,100,19,3,2,0,?,53040,4420,4420,44200,1
379,Y,157,32,347984,2,2000,617.11,0,MALE,1,7,2,0,-54100,0,0,3,5,1,634,14,3,1,2,NO,50800,10160,5080,35560,8
380,N,265,41,626074,1,2000,1724.46,6000000,FEMALE,0,2,3,81800,0,0,2,4,4,3,110,18,3,1,3,?,44200,4420,4420,35360,1
381,N,47,34,218109,0,500,1161.31,0,FEMALE,6,3,2,64800,-24300,2,1,4,4,6,80,23,1,1,3,?,62920,11440,5720,45760,3
382,Y,113,29,999435,2,2000,1091.73,0,MALE,6,3,1,36100,-42300,0,1,3,1,6,606,15,3,0,2,YES,49950,5550,5550,38850,9
383,Y,289,46,858060,0,2000,1209.07,0,MALE,3,1,4,0,0,2,1,0,0,0,514,18,1,0,1,YES,56430,6270,6270,43890,2
384,N,254,41,500384,0,2000,1241.04,0,FEMALE,5,10,3,0,0,2,1,4,1,5,17,16,1,2,2,YES,100210,18220,18220,63770,1
385,N,115,30,903785,2,500,1757.21,0,MALE,2,9,5,46400,0,0,1,1,1,3,66,12,3,1,0,YES,49140,5460,5460,38220,5
386,N,236,38,873859,2,1000,802.24,0,FEMALE,1,7,1,0,-62500,2,0,0,6,4,878,16,1,0,1,?,66840,16710,5570,44560,8
387,N,7,21,204294,1,1000,1342.72,0,MALE,0,6,5,0,-45300,2,2,3,1,2,176,21,1,1,2,?,62460,6940,6940,48580,6
388,N,208,36,467106,2,2000,1209.41,5000000,MALE,3,6,5,0,0,0,2,3,1,1,640,15,3,0,1,?,62810,11420,11420,39970,9
389,N,126,33,357713,2,1000,1141.71,2000000,FEMALE,3,8,3,36700,-73400,2,0,0,6,4,766,21,1,1,2,?,54160,6770,6770,40620,11
390,N,48,35,890026,0,500,1090.03,0,FEMALE,3,3,4,0,-51000,2,0,0,6,0,929,1,1,0,2,NO,48400,9680,4840,33880,10
391,N,297,48,751612,1,1000,1464.73,3000000,MALE,6,3,2,54900,-36700,0,2,1,1,0,860,17,3,0,0,NO,51480,5720,5720,40040,12
392,N,160,36,876680,2,1000,1118.58,0,FEMALE,2,9,0,0,-36600,0,2,1,1,1,701,5,3,2,1,NO,51700,5170,10340,36190,10
393,N,406,58,756981,2,2000,1117.04,0,MALE,4,3,3,0,-42700,0,2,3,6,3,736,15,3,1,2,?,65520,10920,5460,49140,13
394,Y,157,31,121439,1,500,1257.83,7000000,MALE,2,4,3,40700,-41600,0,0,3,2,0,650,2,4,2,2,NO,47700,4770,9540,33390,0
395,N,146,31,411289,2,2000,1082.72,0,FEMALE,6,6,1,61400,-57500,3,1,2,4,3,356,3,1,2,0,NO,5220,580,580,4060,0
396,N,409,57,538466,1,1000,1191.8,6000000,MALE,2,10,4,55600,0,2,0,3,1,5,665,19,1,1,0,?,73320,6110,12220,54990,5
397,N,252,46,932097,1,1000,1242.02,0,MALE,5,0,5,0,-28800,2,1,1,5,2,596,17,1,0,2,YES,74900,14980,7490,52430,7
398,N,6,27,463727,2,500,1075.71,0,FEMALE,2,9,4,0,-47400,3,3,4,6,1,744,7,1,0,1,YES,3190,580,290,2320,10
399,N,103,33,552618,1,1000,969.88,6000000,MALE,4,1,3,0,0,2,1,0,1,1,599,21,1,1,0,YES,76920,12820,6410,57690,3
400,N,369,53,936638,2,2000,1459.93,0,FEMALE,5,8,1,0,0,0,2,4,6,6,7,10,2,1,3,NO,77990,7090,14180,56720,7
401,N,261,46,348814,0,1000,1245.61,0,MALE,4,13,3,0,0,2,2,1,1,1,464,11,1,1,0,?,59670,9180,9180,41310,5
402,Y,159,33,944102,1,2000,1462.76,0,FEMALE,1,2,0,69200,-36900,0,0,0,1,1,295,23,3,2,0,NO,44880,8160,4080,32640,8
403,N,344,51,689901,1,2000,1398.46,0,MALE,0,11,2,0,0,2,1,0,0,3,99,14,1,0,2,NO,82830,7530,15060,60240,1
404,Y,437,60,901083,2,1000,1269.64,0,FEMALE,1,1,4,48800,0,2,1,3,4,5,888,10,1,1,3,NO,84480,7680,15360,61440,3
405,N,65,30,396224,1,500,1455.65,4000000,FEMALE,1,13,5,0,-66300,0,2,1,6,2,234,6,3,2,3,NO,79800,15960,7980,55860,6
406,N,280,41,682178,2,2000,1140.31,0,MALE,4,0,0,29300,-64700,0,1,4,6,0,559,10,3,0,3,YES,53020,9640,9640,33740,12
407,N,269,45,596298,1,500,1330.46,0,FEMALE,2,6,5,54800,-64100,0,2,4,5,2,134,5,3,0,0,NO,24200,2200,4400,17600,11
408,N,275,40,253005,2,2000,1190.6,0,MALE,5,3,4,0,-45300,2,1,1,2,5,443,17,1,1,3,YES,43230,7860,7860,27510,3
409,N,265,45,985924,2,500,972.5,0,FEMALE,1,3,4,0,0,3,3,2,0,6,670,3,1,2,3,NO,3190,290,580,2320,5
410,N,283,43,631565,1,2000,1161.91,0,FEMALE,0,0,1,0,-50400,1,1,2,6,4,51,9,1,0,3,NO,5850,1300,650,3900,2
411,N,84,29,630998,2,1000,1117.17,0,FEMALE,2,6,1,0,-29900,1,3,4,4,0,294,6,1,2,0,YES,6820,620,1240,4960,2
412,N,247,44,926665,2,2000,1101.51,0,FEMALE,1,4,1,64000,0,0,1,1,1,5,991,22,3,2,2,NO,69480,11580,11580,46320,3
413,N,56,29,302669,0,1000,1523.17,0,MALE,5,9,3,0,0,0,0,1,3,3,160,10,3,1,2,YES,94560,7880,15760,70920,7
414,N,210,39,620020,2,1000,984.45,0,MALE,0,1,4,0,0,3,1,2,0,5,401,4,1,1,2,?,7800,780,780,6240,4
415,N,108,32,439828,2,2000,1257,4000000,FEMALE,2,6,4,63900,-43700,2,2,3,6,4,104,23,1,1,3,NO,61270,5570,11140,44560,11
416,N,328,49,971295,2,500,1434.51,0,FEMALE,5,13,5,0,0,2,2,4,1,5,453,19,1,0,2,YES,71440,8930,8930,53580,8
417,N,186,37,165565,2,2000,1628,0,FEMALE,3,8,4,0,0,2,2,0,1,2,992,22,1,1,2,YES,55600,11120,5560,38920,7
418,N,277,44,936543,1,500,1412.31,0,MALE,2,8,4,0,0,3,3,4,0,5,507,6,1,1,3,NO,5000,1000,500,3500,7
419,N,138,33,296960,0,500,1362.87,5000000,FEMALE,3,3,3,56900,-56900,2,1,3,1,6,663,6,1,2,0,?,95810,14740,14740,66330,2
420,N,208,41,501692,1,1000,1134.68,0,FEMALE,1,12,0,0,0,2,0,0,4,3,329,18,1,2,2,?,69300,6930,13860,48510,13
421,N,147,37,525224,1,1000,1306.78,0,MALE,4,9,2,0,0,2,2,0,4,3,644,22,1,1,0,NO,81120,13520,20280,47320,12
422,N,8,21,355085,1,500,1021.9,0,MALE,2,5,0,0,0,2,0,3,6,1,568,21,1,0,0,?,91260,14040,14040,63180,12
423,N,297,48,830729,1,1000,1538.6,0,FEMALE,4,7,5,0,-54700,2,1,1,4,3,178,12,1,0,0,?,60600,6060,12120,42420,5
424,Y,150,31,651948,1,1000,1354.5,0,MALE,5,6,0,52800,0,0,0,0,1,0,656,6,3,0,3,YES,64800,6480,12960,45360,11
425,Y,4,34,424358,2,500,1282.93,0,FEMALE,1,3,2,0,0,0,0,4,6,4,623,0,4,0,0,?,66880,6080,12160,48640,3
426,N,210,35,131478,0,1000,1346.27,0,MALE,5,4,1,44900,-91400,2,2,0,6,0,610,11,1,0,2,?,58200,5820,5820,46560,2
427,N,91,31,268833,1,1000,1338.4,4000000,FEMALE,2,8,3,63600,0,2,1,4,0,2,704,19,1,1,0,NO,60570,6730,6730,47110,9
428,Y,167,36,287489,0,1000,949.44,0,FEMALE,5,3,2,0,-38400,0,0,0,0,6,185,22,3,0,0,NO,69680,8710,8710,52260,8
429,N,467,58,808153,1,2000,977.4,0,MALE,5,13,3,82200,0,2,2,1,1,1,937,2,1,2,3,NO,55700,5570,11140,38990,9
430,N,264,47,687639,1,2000,1181.46,10000000,FEMALE,3,13,2,0,-67400,0,2,0,2,0,74,16,4,1,2,YES,62370,5670,5670,51030,4
431,N,270,45,497347,2,500,1187.53,0,FEMALE,6,8,1,83200,-53300,0,2,3,5,1,968,23,3,0,0,YES,54340,9880,0,44460,10
432,Y,310,48,439660,2,1000,845.16,0,FEMALE,5,8,2,0,0,2,0,4,0,3,678,21,1,1,0,NO,55170,6130,6130,42910,1
433,N,143,34,847123,0,500,1442.27,0,MALE,1,8,5,67900,0,2,1,3,1,1,970,10,1,2,3,YES,58500,11700,5850,40950,4
434,N,146,32,172307,2,2000,1276.43,0,MALE,0,8,3,0,0,2,0,1,0,5,386,12,1,0,3,?,59940,6660,6660,46620,6
435,N,102,28,810189,2,500,1075.41,0,MALE,4,6,5,55200,0,2,2,4,3,3,793,6,1,1,0,NO,73400,7340,7340,58720,4
436,N,61,23,432068,0,500,1111.72,0,MALE,3,3,2,54600,0,2,0,1,3,5,187,6,1,1,2,?,41850,4650,4650,32550,11
437,Y,255,44,903203,2,2000,814.96,6000000,FEMALE,6,8,1,68500,0,1,3,4,0,2,189,7,1,2,2,NO,6400,640,1280,4480,8
438,N,211,40,253085,0,1000,1575.86,0,FEMALE,6,7,3,0,0,3,3,4,6,4,987,3,1,1,1,NO,3190,580,290,2320,1
439,N,61,29,180720,1,1000,1115.27,0,MALE,3,5,4,0,-66000,1,3,2,5,2,405,10,1,2,1,YES,5900,590,590,4720,9
440,N,108,31,492224,1,2000,1175.7,0,MALE,5,10,1,0,0,2,2,1,1,1,505,14,1,0,2,NO,57330,6370,6370,44590,4
441,N,303,50,411477,2,500,793.15,0,MALE,4,12,3,54600,-45500,0,2,3,6,2,328,17,3,0,3,NO,81960,13660,13660,54640,4
442,Y,152,33,107181,1,500,942.51,0,FEMALE,6,13,5,0,0,2,0,1,4,2,326,16,1,0,0,?,70400,6400,19200,44800,11
443,N,120,34,312940,1,1000,1056.71,0,FEMALE,3,10,1,77900,0,1,1,2,5,1,311,3,1,2,1,?,3770,580,580,2610,7
444,N,144,36,855186,1,2000,1255.68,6000000,FEMALE,0,11,2,23600,-15600,1,1,2,0,0,344,7,1,0,0,?,7400,740,1480,5180,4
445,Y,414,52,373935,1,500,1335.13,0,FEMALE,2,4,4,44000,-71000,2,2,4,4,3,298,13,1,1,1,?,54810,6090,6090,42630,3
446,N,163,37,812989,1,500,1178.95,6000000,FEMALE,3,8,3,0,-67300,2,2,1,1,6,707,20,1,2,3,YES,49400,4940,9880,34580,7
447,N,352,53,993840,0,500,1793.16,0,MALE,0,12,5,0,0,2,1,1,0,5,938,23,1,2,2,NO,68750,12500,6250,50000,3
448,N,27,32,327856,2,500,1008.38,0,FEMALE,6,0,2,37900,0,2,2,0,4,0,362,11,1,1,0,?,61500,12300,6150,43050,4
449,N,239,39,506333,0,500,1396.83,0,FEMALE,5,7,0,0,0,0,0,0,6,3,560,0,4,0,3,NO,76890,6990,13980,55920,2
450,N,33,32,263159,2,500,1402.78,5000000,FEMALE,6,7,0,70300,-50300,2,1,0,1,4,876,2,1,0,1,?,56070,6230,12460,37380,12
451,N,88,30,372912,1,1000,1437.88,0,FEMALE,1,13,0,42800,-51200,2,2,1,4,4,947,3,1,2,0,YES,56000,14000,0,42000,3
452,N,101,33,552788,0,1000,1313.64,0,FEMALE,1,8,4,12100,0,1,3,2,1,2,724,3,1,1,0,NO,4290,780,390,3120,1
453,N,20,37,722747,0,500,1482.14,0,FEMALE,0,13,0,33000,-43600,0,2,3,1,0,118,15,3,2,1,NO,60750,6750,6750,47250,11
454,N,126,30,248467,0,2000,1171.75,0,FEMALE,0,6,1,46500,-42700,2,1,3,1,3,263,23,1,2,3,NO,48730,4430,4430,39870,3
455,N,264,43,955953,0,2000,1353.33,0,MALE,0,0,1,0,-8500,0,1,4,6,6,989,9,3,2,0,NO,95150,17300,17300,60550,5
456,N,78,24,910622,1,500,1175.51,0,MALE,5,2,0,0,0,3,1,4,1,1,279,20,1,0,1,YES,7480,680,680,6120,4
457,Y,123,28,137675,0,2000,1836.02,0,MALE,5,13,3,38000,-41200,2,0,0,0,5,371,5,1,2,1,YES,79800,13300,6650,59850,13
458,N,347,51,343421,2,500,1480.79,9000000,FEMALE,4,8,4,0,-12100,2,2,3,0,2,904,15,1,0,2,?,103560,8630,17260,77670,7
459,N,163,38,413192,1,2000,1453.92,0,FEMALE,6,7,2,51700,0,2,1,0,1,2,325,13,1,2,3,?,79500,15900,7950,55650,0
460,Y,271,44,247801,2,500,1340.71,0,FEMALE,2,12,2,0,0,2,1,3,4,5,963,16,1,2,2,NO,76230,6930,13860,55440,13
461,N,410,54,171147,0,2000,714.03,0,MALE,4,10,3,0,-17000,2,1,0,6,3,522,0,1,0,2,NO,59520,9920,9920,39680,6
462,Y,448,57,431283,0,2000,1376.16,0,FEMALE,6,12,3,38600,-50300,0,0,4,4,0,556,10,3,2,1,?,47760,5970,5970,35820,11
463,N,218,41,461962,0,500,914.22,0,MALE,3,9,5,37900,-72900,0,2,4,1,6,82,14,3,2,0,NO,84590,15380,7690,61520,10
464,N,43,38,149467,2,1000,1601.47,0,MALE,6,5,2,64400,0,0,2,3,4,1,207,1,3,2,2,?,61650,6850,6850,47950,9
465,N,33,33,758740,0,1000,1096.79,6000000,FEMALE,0,5,4,45500,-60600,2,0,4,5,6,883,16,1,2,1,?,81400,8140,8140,65120,2
466,N,126,34,628337,1,2000,1078.22,0,FEMALE,5,13,5,54500,0,0,0,1,4,3,358,2,3,0,1,YES,58410,10620,5310,42480,3
467,N,411,56,574637,0,1000,1595.28,0,FEMALE,1,10,2,0,0,0,0,0,5,6,794,23,3,0,0,?,38610,3510,3510,31590,13
468,N,225,37,373600,2,1000,1217.84,5000000,FEMALE,2,4,1,49600,0,0,1,1,6,4,613,19,3,2,2,NO,57600,9600,9600,38400,13
469,N,35,35,930032,0,2000,1117.42,0,FEMALE,6,10,1,0,-51900,0,1,1,0,2,783,23,3,2,2,NO,53190,5910,11820,35460,13
470,Y,460,57,396590,2,2000,1567.37,0,FEMALE,3,2,0,62500,0,2,0,3,1,5,542,10,1,2,3,NO,58300,5830,11660,40810,9
471,N,195,38,238412,0,2000,1294.93,6000000,MALE,4,12,4,38000,-50300,0,1,0,6,6,109,12,3,1,2,NO,64620,7180,0,57440,4
472,N,360,51,484321,0,1000,1152.12,0,MALE,6,1,1,0,-62400,0,2,0,6,5,749,15,3,2,0,YES,90480,15080,15080,60320,2
473,N,300,49,795847,0,1000,1441.21,0,FEMALE,6,4,5,0,0,3,3,2,4,1,112,3,1,1,0,NO,7080,1180,1180,4720,9
474,Y,245,42,218456,0,1000,1575.74,7000000,MALE,3,3,2,0,-68900,1,1,4,3,6,965,19,1,2,2,?,6490,590,1180,4720,12
475,N,146,36,792673,2,2000,1233.96,0,FEMALE,5,7,2,34500,-60600,0,2,4,0,2,269,16,3,1,1,NO,55900,5590,5590,44720,9
476,Y,67,29,662256,0,1000,1861.43,0,MALE,2,0,0,60400,-67800,2,0,3,4,1,752,16,1,0,3,YES,63800,6380,6380,51040,10
477,Y,380,56,971338,2,1000,1570.86,0,MALE,4,4,2,66000,0,2,2,4,5,3,238,10,1,0,1,YES,58160,7270,7270,43620,10
478,Y,389,53,714738,0,2000,791.47,0,MALE,5,1,4,0,0,3,1,4,0,5,68,6,1,1,2,NO,6300,630,1260,4410,8
479,Y,317,46,753844,1,1000,1012.78,0,MALE,4,11,2,43700,0,2,0,1,6,0,779,18,1,2,1,NO,104610,19020,19020,66570,8
480,N,264,44,976645,0,500,1047.06,6000000,MALE,1,3,5,0,0,0,0,1,4,6,934,20,3,0,2,NO,69850,12700,6350,50800,5
481,N,20,21,918037,2,1000,1390.29,0,FEMALE,5,8,2,0,-41200,2,1,1,3,4,540,14,1,0,0,?,62900,12580,6290,44030,0
482,Y,116,30,996253,1,500,951.46,0,MALE,3,5,1,0,-35500,0,0,3,6,5,30,8,3,0,3,?,59670,6630,6630,46410,13
483,N,222,40,373731,0,1000,1226.78,0,MALE,3,1,4,49600,-49200,0,1,3,1,6,396,17,2,2,0,?,81500,16300,8150,57050,2
484,N,439,56,836272,2,500,1280.9,0,MALE,2,1,3,48900,-40900,2,1,0,0,6,738,9,1,2,0,?,50000,15000,5000,30000,7
485,N,66,28,167231,1,2000,1472.77,0,MALE,0,0,0,0,-31700,2,2,3,1,6,198,0,1,2,1,?,48290,8780,8780,30730,9
486,N,128,29,743330,2,1000,1878.44,0,MALE,2,7,0,0,-76000,2,2,1,5,5,917,2,1,0,0,?,59070,5370,5370,48330,3
487,N,69,24,807369,1,500,1418.5,0,FEMALE,2,1,2,0,0,0,1,4,1,6,604,23,3,0,0,NO,63300,12660,6330,44310,4
488,N,294,46,735307,0,500,1532.8,0,MALE,1,9,3,0,0,2,2,3,4,3,652,8,1,0,3,YES,65780,11960,11960,41860,8
489,Y,19,29,789208,2,500,1304.35,0,MALE,3,13,1,0,0,0,2,0,1,1,140,6,3,0,2,?,75400,11600,11600,52200,4
490,N,191,33,585324,2,2000,1551.61,0,MALE,2,1,4,45000,-30400,3,1,2,6,0,821,3,1,1,1,NO,2250,250,250,1750,12
491,N,4,39,498759,0,1000,1326.98,6000000,FEMALE,2,6,4,64200,0,0,1,0,5,3,170,14,3,1,3,?,54120,4510,9020,40590,7
492,N,298,49,795004,2,500,862.92,0,MALE,4,6,5,0,-71700,0,0,3,1,4,608,16,3,0,2,NO,69480,11580,11580,46320,10
493,N,231,43,203250,1,2000,1331.69,0,FEMALE,5,0,1,0,0,2,1,4,1,3,600,12,1,1,2,NO,66950,10300,10300,46350,3
494,Y,338,47,430794,2,2000,1486.04,0,FEMALE,0,1,3,0,-56200,0,0,3,2,4,906,1,3,2,3,?,64100,12820,6410,44870,4
495,N,261,46,156636,1,1000,870.55,0,MALE,6,9,4,0,-49400,2,1,3,4,6,55,19,1,0,3,?,80280,13380,13380,53520,3
496,N,321,44,284143,0,2000,1344.56,6000000,MALE,0,6,0,0,-39100,3,3,4,1,3,403,7,1,1,2,NO,4680,520,0,4160,0
497,N,0,32,740518,2,1000,1377.04,0,MALE,1,12,5,61400,-41100,0,1,0,1,6,54,6,4,1,1,NO,39720,6620,6620,26480,0
498,Y,405,58,445289,0,500,1237.88,0,MALE,4,3,1,0,-46900,2,0,4,1,0,121,11,1,0,0,?,63580,5780,5780,52020,8
499,N,304,49,599262,1,1000,1525.86,0,FEMALE,6,2,3,0,0,2,1,3,0,3,902,2,1,1,1,YES,73370,13340,6670,53360,10
500,N,1,29,357949,2,500,854.58,0,FEMALE,3,2,2,52200,0,2,1,4,4,4,693,15,1,2,3,YES,86790,7890,23670,55230,6
501,N,26,39,493161,1,1000,770.76,0,MALE,5,12,0,0,-53700,2,0,4,6,1,986,0,1,0,2,?,49800,9960,4980,34860,8
502,N,202,38,320251,0,2000,1132.74,0,FEMALE,0,1,0,0,-37500,2,0,3,6,2,677,12,1,1,1,NO,77440,7040,14080,56320,9
503,N,289,48,231127,0,500,1173.37,8000000,FEMALE,6,5,3,0,-42700,2,2,3,4,6,29,1,1,1,0,?,42900,8580,0,34320,0
504,Y,61,26,766193,2,2000,1188.28,6000000,FEMALE,3,4,5,0,-53800,0,0,1,5,2,303,16,2,1,0,NO,53820,11960,5980,35880,5
505,N,334,46,555374,0,1000,876.88,6000000,MALE,4,11,2,0,0,2,1,4,6,2,832,2,1,2,1,NO,57330,12740,6370,38220,7
506,N,12,24,491484,0,1000,1143.95,0,FEMALE,6,12,2,51400,0,0,1,4,1,5,588,13,3,2,1,?,53370,5930,5930,41510,9
507,N,86,29,925128,0,2000,1409.06,0,MALE,2,9,0,74200,-68100,2,1,4,1,4,930,0,1,2,2,YES,62920,9680,14520,38720,0
508,N,83,24,265093,1,1000,1070.63,0,FEMALE,2,6,4,0,0,0,2,1,1,0,922,0,3,0,1,NO,61600,6160,12320,43120,6
509,N,126,30,267808,0,2000,916.13,0,MALE,1,11,4,55300,-58400,0,2,4,1,3,872,16,3,2,0,NO,74160,6180,12360,55620,8
510,N,209,38,116735,2,500,1191.5,0,MALE,2,8,0,38600,-52900,2,2,4,6,0,273,8,1,2,0,?,80100,8900,8900,62300,1
511,N,283,48,963680,2,1000,1474.66,0,FEMALE,3,11,0,0,-46200,1,3,4,1,2,609,9,1,2,3,NO,6560,820,820,4920,13
512,N,194,34,445694,0,1000,1193.45,0,MALE,3,7,1,0,0,2,2,0,6,3,394,11,1,2,1,YES,58800,11760,5880,41160,9
513,Y,184,38,215534,0,1000,1437.53,0,FEMALE,1,13,1,0,0,0,1,0,3,4,468,6,3,0,2,NO,53730,11940,5970,35820,4
514,N,479,60,232854,0,2000,1304.83,0,FEMALE,1,7,0,0,0,2,2,0,1,0,338,18,1,0,0,NO,60600,5050,10100,45450,6
515,N,284,48,168260,2,1000,1168.8,0,FEMALE,3,12,2,0,-42400,2,2,3,1,4,292,11,1,0,3,YES,35750,6500,3250,26000,8
516,N,65,27,538955,1,1000,1164.97,0,FEMALE,1,0,5,43000,-42500,2,2,0,6,0,687,17,1,1,2,YES,42840,3570,7140,32130,3
517,Y,222,39,243226,0,1000,1232.72,0,MALE,2,1,3,87800,-51200,0,0,1,4,6,376,21,3,1,0,NO,87960,14660,14660,58640,7
518,N,196,41,246435,0,2000,1800.76,0,MALE,3,10,2,0,-78600,0,1,0,4,2,210,0,3,1,0,NO,47800,4780,4780,38240,7
519,N,253,43,582480,0,500,1187.01,7000000,FEMALE,0,12,4,46300,-33000,3,3,4,1,4,215,9,1,0,1,?,3840,640,640,2560,3
520,N,280,43,345539,1,1000,1559.34,0,MALE,3,13,3,0,-51600,2,2,1,1,5,64,1,1,0,2,?,77000,14000,7000,56000,0
521,N,5,26,924318,0,2000,1137.02,0,FEMALE,6,4,1,31500,0,2,2,0,6,6,297,22,1,1,3,?,88110,16020,16020,56070,1
522,N,220,42,726880,1,1000,1281.72,0,MALE,1,4,2,33500,-49500,0,1,1,4,3,911,20,4,0,2,YES,47740,4340,4340,39060,6
523,N,85,30,190588,2,1000,796.35,0,FEMALE,4,2,3,72400,-77000,0,2,1,4,3,141,9,3,2,1,YES,58960,5360,10720,42880,5
524,N,266,46,246705,2,500,1270.02,0,FEMALE,0,12,3,0,-45800,1,1,4,0,4,359,5,1,1,2,?,2160,480,240,1440,12
525,N,41,26,619589,0,1000,1383.13,0,FEMALE,3,9,3,46700,0,3,3,4,4,5,638,12,1,1,1,?,6890,530,1060,5300,7
526,N,316,45,164988,0,2000,1290.74,5000000,FEMALE,2,9,0,58300,0,0,0,0,5,6,544,6,3,2,0,YES,78870,7170,14340,57360,11
527,N,285,47,729534,1,1000,1216.68,0,FEMALE,5,11,2,55100,0,3,3,4,4,1,222,8,1,1,1,NO,2700,300,300,2100,5
528,N,379,54,505014,0,500,1251.16,0,FEMALE,0,6,1,41400,0,2,2,0,6,5,675,14,1,0,1,NO,75960,6330,6330,63300,7
529,Y,15,34,920826,1,2000,1586.41,0,FEMALE,2,11,2,33500,-58900,2,0,4,6,4,696,10,1,1,3,?,75570,6870,13740,54960,2
530,N,354,48,534982,0,2000,1526.11,5000000,FEMALE,5,11,4,0,0,2,1,4,4,1,798,12,1,2,3,YES,90240,15040,15040,60160,3
531,N,342,53,110408,1,1000,1028.44,0,FEMALE,1,9,1,0,0,2,0,0,4,6,846,12,1,0,0,NO,80960,14720,7360,58880,0
532,N,169,38,283052,0,1000,1555.94,0,MALE,6,2,3,23300,0,0,2,3,5,5,275,12,3,1,3,YES,79080,6590,13180,59310,8
533,N,339,49,840806,1,2000,1570.77,0,MALE,3,0,1,98800,-65300,3,1,2,4,1,128,13,1,0,3,NO,6820,1240,620,4960,8
534,N,259,42,382394,2,2000,1170.53,0,FEMALE,6,1,5,65000,-49200,0,2,1,6,3,877,17,3,1,2,YES,62590,5690,11380,45520,9
535,Y,65,23,876699,2,1000,1099.95,0,FEMALE,1,11,5,0,-71900,2,0,3,1,0,958,14,1,1,0,YES,52400,6550,6550,39300,0
536,N,254,46,871432,0,2000,1472.43,0,MALE,4,12,0,0,-90600,0,0,0,6,0,774,3,3,1,3,YES,63580,5780,11560,46240,13
537,N,440,55,379882,0,500,1275.62,0,FEMALE,0,8,2,0,-56200,0,1,4,1,5,219,18,3,2,1,NO,61400,6140,6140,49120,9
538,Y,478,63,852002,0,1000,1292.3,0,MALE,2,0,3,47600,0,1,1,2,5,3,811,5,1,1,3,NO,4700,940,470,3290,4
539,N,230,44,372891,1,2000,1009.37,0,FEMALE,1,9,2,45400,-39400,2,2,1,4,5,981,19,1,0,2,YES,74140,13480,13480,47180,2
